ID;post_author;post_date;post_date_gmt;post_content;post_title;post_excerpt;post_status;comment_status;ping_status;post_password;post_name;to_ping;pinged;post_modified;post_modified_gmt;post_content_filtered;post_parent;guid;menu_order;post_type;post_mime_type;comment_count
2928;1;2013-06-24 21:34:27;2013-06-24 19:34:27;"";BNjHYg9CEAAWmWr;"";inherit;open;open;"";bnjhyg9ceaawmwr;"";"";2017-07-17 12:34:43;2017-07-17 10:34:43;"";0;http://am-news.local/wp-content/uploads/2013/06/BNjHYg9CEAAWmWr.png;0;attachment;image/png;0
2944;1;2013-06-26 19:07:59;2013-06-26 17:07:59;"";BNs3kHvCEAI7J3I;"";inherit;open;open;"";bns3khvceai7j3i;"";"";2017-07-17 12:34:30;2017-07-17 10:34:30;"";0;http://am-news.local/wp-content/uploads/2013/06/BNs3kHvCEAI7J3I.png;0;attachment;image/png;0
2965;1;2013-06-27 19:36:47;2013-06-27 17:36:47;"";BNyGKquCcAA7xr5;"";inherit;open;open;"";bnygkquccaa7xr5;"";"";2017-07-17 12:34:30;2017-07-17 10:34:30;"";0;http://am-news.local/wp-content/uploads/2013/06/BNyGKquCcAA7xr5.jpg;0;attachment;image/jpeg;0
2985;1;2013-06-28 01:38:11;2013-06-27 23:38:11;"";BNzR-aBCIAEd8vC;"";inherit;open;open;"";bnzr-abciaed8vc;"";"";2017-07-17 12:34:31;2017-07-17 10:34:31;"";0;http://am-news.local/wp-content/uploads/2013/06/BNzR-aBCIAEd8vC.png;0;attachment;image/png;0
2988;1;2013-06-28 13:40:37;2013-06-28 11:40:37;"";BNomd5OCMAAQNKn;"";inherit;open;open;"";bnomd5ocmaaqnkn;"";"";2017-07-17 12:34:33;2017-07-17 10:34:33;"";0;http://am-news.local/wp-content/uploads/2013/06/BNomd5OCMAAQNKn.jpg;0;attachment;image/jpeg;0
2998;1;2013-06-30 11:24:54;2013-06-30 09:24:54;"";BN_2FImCAAMItWA;"";inherit;open;open;"";bn_2fimcaamitwa;"";"";2017-07-17 12:34:34;2017-07-17 10:34:34;"";0;http://am-news.local/wp-content/uploads/2013/06/BN_2FImCAAMItWA.png;0;attachment;image/png;0
3008;1;2013-06-30 12:54:25;2013-06-30 10:54:25;"";BOAIXEdCUAA329S;"";inherit;open;open;"";boaixedcuaa329s;"";"";2017-07-17 12:34:35;2017-07-17 10:34:35;"";0;http://am-news.local/wp-content/uploads/2013/06/BOAIXEdCUAA329S.png;0;attachment;image/png;0
3035;1;2013-07-01 13:20:45;2013-07-01 11:20:45;"";BOFZcJnCYAAZ8vG;"";inherit;open;open;"";bofzcjncyaaz8vg;"";"";2017-07-17 12:34:36;2017-07-17 10:34:36;"";0;http://am-news.local/wp-content/uploads/2013/07/BOFZcJnCYAAZ8vG.png;0;attachment;image/png;0
3038;1;2013-07-01 16:02:58;2013-07-01 14:02:58;"";BOF8gTMCYAATOxb;"";inherit;open;open;"";bof8gtmcyaatoxb;"";"";2017-07-17 12:34:37;2017-07-17 10:34:37;"";0;http://am-news.local/wp-content/uploads/2013/07/BOF8gTMCYAATOxb.png;0;attachment;image/png;0
3044;1;2013-07-01 17:40:17;2013-07-01 15:40:17;"";BOGQPRQCcAAkL-I;"";inherit;open;open;"";bogqprqccaakl-i;"";"";2017-07-17 12:34:37;2017-07-17 10:34:37;"";0;http://am-news.local/wp-content/uploads/2013/07/BOGQPRQCcAAkL-I.jpg;0;attachment;image/jpeg;0
3065;1;2013-07-04 16:51:18;2013-07-04 14:51:18;"";BOVljKNCYAAYzNn;"";inherit;open;open;"";bovljkncyaayznn;"";"";2017-07-17 12:34:39;2017-07-17 10:34:39;"";0;http://am-news.local/wp-content/uploads/2013/07/BOVljKNCYAAYzNn.png;0;attachment;image/png;0
3085;1;2013-07-04 21:35:12;2013-07-04 19:35:12;"";BOWTGdhCUAAKY_Y;"";inherit;open;open;"";bowtgdhcuaaky_y;"";"";2017-07-17 12:34:29;2017-07-17 10:34:29;"";0;http://am-news.local/wp-content/uploads/2013/07/BOWTGdhCUAAKY_Y.jpg;0;attachment;image/jpeg;0
3092;1;2013-07-04 21:35:13;2013-07-04 19:35:13;"";BOWM13VCYAAQr5S;"";inherit;open;open;"";bowm13vcyaaqr5s;"";"";2017-07-17 12:34:28;2017-07-17 10:34:28;"";0;http://am-news.local/wp-content/uploads/2013/07/BOWM13VCYAAQr5S.jpg;0;attachment;image/jpeg;0
3101;1;2013-07-04 23:33:50;2013-07-04 21:33:50;"";BOWktbdCQAEe4vF;"";inherit;open;open;"";bowktbdcqaee4vf;"";"";2017-07-17 12:41:12;2017-07-17 10:41:12;"";0;http://am-news.local/wp-content/uploads/2013/07/BOWktbdCQAEe4vF.jpg;0;attachment;image/jpeg;0
3123;1;2013-07-09 14:20:33;2013-07-09 12:20:33;"";BOuxr0TCIAASp95;"";inherit;open;open;"";bouxr0tciaasp95;"";"";2017-07-17 12:34:27;2017-07-17 10:34:27;"";0;http://am-news.local/wp-content/uploads/2013/07/BOuxr0TCIAASp95.jpg;0;attachment;image/jpeg;0
3136;1;2013-07-09 20:07:54;2013-07-09 18:07:54;"";BOwENmXCIAIQKnZ;"";inherit;open;open;"";bowenmxciaiqknz;"";"";2017-07-17 12:34:25;2017-07-17 10:34:25;"";0;http://am-news.local/wp-content/uploads/2013/07/BOwENmXCIAIQKnZ.jpg;0;attachment;image/jpeg;0
3145;1;2013-07-10 17:43:42;2013-07-10 15:43:42;"";blogdesk-button-20130710174341.gif;"";inherit;open;open;"";blogdesk-button-20130710174341-gif;"";"";2017-07-17 12:34:26;2017-07-17 10:34:26;"";0;http://am-news.local/wp-content/uploads/2013/07/blogdesk-button-20130710174341.gif;0;attachment;image/gif;0
3148;1;2013-07-11 03:57:51;2013-07-11 01:57:51;"";BO25VH6CAAAEE9J;"";inherit;open;open;"";bo25vh6caaaee9j;"";"";2017-07-17 12:34:23;2017-07-17 10:34:23;"";0;http://am-news.local/wp-content/uploads/2013/07/BO25VH6CAAAEE9J.png;0;attachment;image/png;0
3154;1;2013-07-11 14:28:21;2013-07-11 12:28:21;"<p>Es haben bestimmt schon viele dieses Thema durch die ganzen Medien mehrfach behandelt haben, aber vielleicht hat niemand euch gesagt, das dies doch nichts neues ist.</p>
<p>Bloss warum, reagieren alle nun so ahnungslos oder auch aengstlich? Habt ihr euch das nicht denken koennen?</p>
<p>Wenn Du auf die letzte Frage mit ""Nein"" geantwortet hast, bist Du ein ziemlicher Paranoid.</p>
<p>Es gibt Gruende, warum es seit Jahren verschiedenste Entwicklungen im Bereich der ""Haertung"" von Systemen, Netzwerken, Software gibt. Haertung bedeute im Bereich der Informatik nichts anderes als ein System sicher zumachen, abzuschotten gegen moegliche Angriffe/Gefahren von aussen.</p>
<p>Ich stelle euch nun einige Programme/Systeme/Protokolle vor, die die meisten von euch bestimmt schon gehoert habe, aber vielleicht nicht wissen wozu sie eingesetzt werden koennten. Da leider nicht jeder diese Dinge anwendet, habe ich es unterlassen sowas zunutzen.</p>
<!--more-->
<p>Seit eniger Zeit beiten auch viele versierte Menschen sogenante <a title=""englische Website zu Cryptopartys"" href=""http://www.cryptoparty.in/"">Cryptopartys</a> an. Hier kannst du direkt deine Fragen zu diesem Thema stellen und auch lernen wie man es einsetzt. Natuerlich wurde auch ein <a title=""CryptoParty - WIki"" href=""http://www.samthetechie.com/cryptoparty.org/index.html"">Wiki</a> zum Thema eroeffnet. Termine koennen unter <a href=""http://www.cryptoparty.in/parties/upcoming"">http://www.cryptoparty.in/parties/upcoming</a> gefunden werden.</p>
<p>Fangen wir mal an mit den Mails. Damit kein Mitarbeiter der NSA oder GCHQ eure Mails einfach so ohne Weiteres mitlesen koennte, koennt Ihr sie verschluesseln. Dies geht am besten mit der Technologie PGP - ""Pretty Good Privacy"". Hierbei werden sogenannte Schluessel verwendet, um die einzeln E=Mails zu verschluesseln. Das System kann auch zu Verschluesselung von Dateien jeglicher Art verwendet werden. Zum einen hat der Benutzer einen oeffentlichen Schluessel mit dem die Mails verschluesselt werden und dieser wird auch weitergeben. Zum anderen hat an hier einen privaten Schluessel, mit versehen mit einem Passwort. Die Mails werden, dann mit dem oeffentlichen Schluessel auch wieder entschluesselt. Genauere Informationen liefert euch <a title=""Wikipediaakrtiekl zu PGP"" href=""http://de.wikipedia.org/wiki/Pretty_Good_Privacy"" target=""_blank"">Wikipedia</a> und eine <a href=""https://www.symantec.com/encryption"" target=""_blank"">Seite von Symantec</a>. Nuns magst du denken und wie kann ich ganze bei mir einsetzen? Wie erstelle den nun ein solchen Schluessel? Es gibt verschiedenste Systeme die auf dieser Technology aufbauen. Es gibt ein OpenSource Projekt (<a title=""Wikipediaartikel zu GnuPGP"" href=""http://de.wikipedia.org/wiki/GnuPG"">GnuPGP</a>) und verschiedeste kommerzielle Projekte - eins ist das von Symantec, welches du ueber den oben schon genannten Link findest. GnuPGP basiert auf dem auf dem offenen Standard namens <a title=""Wikipediaartikel zu OpenPGP"" href=""http://de.wikipedia.org/wiki/OpenPGP"">OpenPGP</a>.OpenPGP wurde als Ersatz fuer das kommerzielle PGP entwickelt. Falls du dich mehr mit diesem Thema etwas mehr beschaetfiten moechtest kannst du eine <a href=""http://www.heise.de/security/dienste/Krypto-Kampagne-2111.html"">Seite</a> von Heise Security besuchen. Hier gibt es gute weitere deutsche Informationen von eingien Experten. Falls du dich mehr mit GnuPGP beschaetigen willst empfehle ich dir die Dokumentaitonen (engl.) auf der <a title=""Documation"" href=""http://gnupg.org/documentation/index.en.html"">Projektseite</a>. Auf den vorherig genanten Seite findest du auch weitere Infomationen zur Umsetzung und Anwendung.</p>
<p>Eine andere Moeglichkeite waere es alles auf einem eigenen E-Mail-Sever zuverlagern, der in Deutschland steht.</p>
<p>Kommen wir nun zu einer Chatalternative, die auch mit PGP gesichert werden koennte und ganz einfach ist. Das Protokoll heisst simpel <a title=""Wikipediaartikel zu XMPP"" href=""http://de.wikipedia.org/wiki/Extensible_Messaging_and_Presence_Protocol"">XMPP</a>, weitlaeufig auch als <a title=""deutsche Seit zu Jabber"" href=""http://www.jabber.de/"">Jabber</a> bekannt. Beispielsweise hatte Google seinen Dienst <a title=""Wikipediaartikel zu Google's Dienst Talk"" href=""http://de.wikipedia.org/wiki/Google_Talk"">Talk</a> ueber dieses Protkoll betrieben oder auch <a title=""Facebook Sitetour zum FB Chat mit Clients"" href=""https://www.facebook.com/sitetour/chat.php"">Facebooks Chat</a> kann mit einem <a title=""Uebersicht zu Jabberclients (engl.)"" href=""http://xmpp.org/xmpp-software/clients/"">Jabberclienten</a> genutzt werden. Aussederm nutzt der bekannte Dienst WhatsApp diese Protokoll fuer sein Chatsystem. Jabber ist ein <a title=""Client-Server-Modell"" href=""http://de.wikipedia.org/wiki/Client-Server-Modell"">Server/Clientsystem</a> mit verschiedensten <a title=""Liste der bekannten XMPP-Erweiterungen (engl.)"" href=""http://xmpp.org/xmpp-protocols/xmpp-extensions/"">Erweiterungen</a>. Zum Beispiel kann hier auch VoiP nutzen oder einfach nur Bilduebertragungen amchen. Alles kann bis ins letzte Detail abgesichert werden. Natuerlich mit PGP :) Des weiteren kann auch ueber sogenannte Transporte sich auf anderen Chatsystemen wie Yahoo oder ICQ anmelden und diese mit dem XMPP-Clienten nutzen. Es gibt auch die Moeglichkeit Chatraume zubetrieben auf solchen XMPP-Servern. Leider nutzten zuwenige Menschen dieses Protokoll, weil auch hier wieder der Bekanntsgrad zuniedrig in der breiten Masse ist. Da dies ein offenes System ist gibt es verschiedenste <a title=""XMPP-Server-Liste"" href=""http://www.jaim.at/server/server_by_gateway_xmpp.html"">Anbieter/Server</a> auf denen man sich registrieren kann.</p>
<p>[UPDATE]</p>
<p>Weitere moegliche Alternativen findest du hier <a href=""http://prism-break.org/#de"" target=""_blank"">prism-break.org</a></p>";"NSA, Prism und Edward Snowden - moegliche Gegenmassnahmen zur totalen Ueberwachung";"";publish;open;open;"";nsa-prism-und-edward-snowden-moegliche-gegenmassnahmen-zur-totalen-ueberwachung;"";"";2013-07-11 14:28:21;2013-07-11 12:28:21;"";0;http://am-news.eu/?p=3154;0;post;"";0
3167;1;2013-07-12 09:45:49;2013-07-12 07:45:49;"";BO9GZoxCcAALJyX;"";inherit;open;open;"";bo9gzoxccaaljyx;"";"";2017-07-17 12:34:23;2017-07-17 10:34:23;"";0;http://am-news.local/wp-content/uploads/2013/07/BO9GZoxCcAALJyX.png;0;attachment;image/png;0
3170;1;2013-07-12 14:46:14;2013-07-12 12:46:14;"";BO-Wt_0CYAAdXaA;"";inherit;open;open;"";bo-wt_0cyaadxaa;"";"";2017-07-17 12:34:20;2017-07-17 10:34:20;"";0;http://am-news.local/wp-content/uploads/2013/07/BO-Wt_0CYAAdXaA.jpg;0;attachment;image/jpeg;0
3201;1;2013-07-23 11:09:07;2013-07-23 09:09:07;"";BP2LStPCIAI_qF9;"";inherit;open;open;"";bp2lstpciai_qf9;"";"";2017-07-17 12:34:17;2017-07-17 10:34:17;"";0;http://am-news.local/wp-content/uploads/2013/07/BP2LStPCIAI_qF9.png;0;attachment;image/png;0
3206;1;2013-07-23 21:02:51;2013-07-23 19:02:51;"";BP4UdmiCAAAuc5M;"";inherit;open;open;"";bp4udmicaaauc5m;"";"";2017-07-17 12:34:16;2017-07-17 10:34:16;"";0;http://am-news.local/wp-content/uploads/2013/07/BP4UdmiCAAAuc5M.jpg;0;attachment;image/jpeg;0
3209;1;2013-07-24 00:15:29;2013-07-23 22:15:29;"";BP4_W2hCYAAXNkA;"";inherit;open;open;"";bp4_w2hcyaaxnka;"";"";2017-07-17 12:34:13;2017-07-17 10:34:13;"";0;http://am-news.local/wp-content/uploads/2013/07/BP4_W2hCYAAXNkA.jpg;0;attachment;image/jpeg;0
3211;1;2013-07-24 17:03:17;2013-07-24 15:03:17;"";BP8jcR7CMAItPPT;"";inherit;open;open;"";bp8jcr7cmaitppt;"";"";2017-07-17 12:34:12;2017-07-17 10:34:12;"";0;http://am-news.local/wp-content/uploads/2013/07/BP8jcR7CMAItPPT.jpg;0;attachment;image/jpeg;0
3213;1;2013-07-26 16:42:51;2013-07-26 14:42:51;"";BQG1iBFCQAA8fad;"";inherit;open;open;"";bqg1ibfcqaa8fad;"";"";2017-07-17 12:34:11;2017-07-17 10:34:11;"";0;http://am-news.local/wp-content/uploads/2013/07/BQG1iBFCQAA8fad.jpg;0;attachment;image/jpeg;0
3218;1;2013-07-27 17:48:41;2013-07-27 15:48:41;"";BQMQdqJCcAAG6z2;"";inherit;open;open;"";bqmqdqjccaag6z2;"";"";2017-07-17 12:34:10;2017-07-17 10:34:10;"";0;http://am-news.local/wp-content/uploads/2013/07/BQMQdqJCcAAG6z2.jpg;0;attachment;image/jpeg;0
3221;1;2013-07-28 20:22:59;2013-07-28 18:22:59;"";BQR1FhyCMAAoq-D;"";inherit;open;open;"";bqr1fhycmaaoq-d;"";"";2017-07-17 12:34:09;2017-07-17 10:34:09;"";0;http://am-news.local/wp-content/uploads/2013/07/BQR1FhyCMAAoq-D.jpg;0;attachment;image/jpeg;0
3224;1;2013-07-29 22:07:59;2013-07-29 20:07:59;"";BQXYvTTCUAAEKmu;"";inherit;open;open;"";bqxyvttcuaaekmu;"";"";2017-07-17 12:34:08;2017-07-17 10:34:08;"";0;http://am-news.local/wp-content/uploads/2013/07/BQXYvTTCUAAEKmu.jpg;0;attachment;image/jpeg;0
3227;1;2013-07-30 17:19:50;2013-07-30 15:19:50;"";BQbl0rICcAAbHyx;"";inherit;open;open;"";bqbl0riccaabhyx;"";"";2017-07-17 12:34:07;2017-07-17 10:34:07;"";0;http://am-news.local/wp-content/uploads/2013/07/BQbl0rICcAAbHyx.jpg;0;attachment;image/jpeg;0
3230;1;2013-07-31 16:40:11;2013-07-31 14:40:11;"";BQgfWEHCYAA9Hp8;"";inherit;open;open;"";bqgfwehcyaa9hp8;"";"";2017-07-17 12:34:05;2017-07-17 10:34:05;"";0;http://am-news.local/wp-content/uploads/2013/07/BQgfWEHCYAA9Hp8.jpg;0;attachment;image/jpeg;0
3238;1;2013-08-01 20:25:24;2013-08-01 18:25:24;"";BQmewiUCIAEL4A5;"";inherit;open;open;"";bqmewiuciael4a5;"";"";2017-07-17 12:34:04;2017-07-17 10:34:04;"";0;http://am-news.local/wp-content/uploads/2013/08/BQmewiUCIAEL4A5.jpg;0;attachment;image/jpeg;0
3242;1;2013-08-02 21:06:19;2013-08-02 19:06:19;"";BQr28mGCMAAwPXw;"";inherit;open;open;"";bqr28mgcmaawpxw;"";"";2017-07-17 12:33:41;2017-07-17 10:33:41;"";0;http://am-news.local/wp-content/uploads/2013/08/BQr28mGCMAAwPXw.jpg;0;attachment;image/jpeg;0
3273;1;2013-08-25 20:03:18;2013-08-25 18:03:18;"";BSiE-ZPIEAAM5iF;"";inherit;open;open;"";bsie-zpieaam5if;"";"";2017-07-17 12:33:42;2017-07-17 10:33:42;"";0;http://am-news.local/wp-content/uploads/2013/08/BSiE-ZPIEAAM5iF.jpg;0;attachment;image/jpeg;0
3315;1;2013-09-22 14:49:25;2013-09-22 12:49:25;"";BUxGstTCYAAj8Fy;"";inherit;open;open;"";buxgsttcyaaj8fy;"";"";2017-07-17 12:33:43;2017-07-17 10:33:43;"";0;http://am-news.local/wp-content/uploads/2013/09/BUxGstTCYAAj8Fy.jpg;0;attachment;image/jpeg;0
3340;1;2013-09-22 20:48:33;2013-09-22 18:48:33;"";BUyXoRSCMAAMHN6;"";inherit;open;open;"";buyxorscmaamhn6;"";"";2017-07-17 12:33:44;2017-07-17 10:33:44;"";0;http://am-news.local/wp-content/uploads/2013/09/BUyXoRSCMAAMHN6.jpg;0;attachment;image/jpeg;0
3375;1;2013-09-27 22:36:19;2013-09-27 20:36:19;"";BVMatWUCMAADnho;"";inherit;open;open;"";bvmatwucmaadnho;"";"";2017-07-17 12:33:55;2017-07-17 10:33:55;"";0;http://am-news.local/wp-content/uploads/2013/09/BVMatWUCMAADnho.png;0;attachment;image/png;0
3396;1;2013-10-01 08:39:46;2013-10-01 06:39:46;"";BVWDWVxIEAA7f8q;"";inherit;open;open;"";bvwdwvxieaa7f8q;"";"";2017-07-17 12:33:58;2017-07-17 10:33:58;"";0;http://am-news.local/wp-content/uploads/2013/10/BVWDWVxIEAA7f8q.jpg;0;attachment;image/jpeg;0
3400;1;2013-10-01 09:01:29;2013-10-01 07:01:29;"";BUyHtupCcAEcKU2;"";inherit;open;open;"";buyhtupccaecku2;"";"";2017-07-17 12:33:59;2017-07-17 10:33:59;"";0;http://am-news.local/wp-content/uploads/2013/10/BUyHtupCcAEcKU2.jpg;0;attachment;image/jpeg;0
3415;1;2013-10-02 08:31:48;2013-10-02 06:31:48;"";BVjNuCqCYAAFmPI;"";inherit;open;open;"";bvjnucqcyaafmpi;"";"";2017-07-17 12:34:01;2017-07-17 10:34:01;"";0;http://am-news.local/wp-content/uploads/2013/10/BVjNuCqCYAAFmPI.jpg;0;attachment;image/jpeg;0
3495;1;2013-10-09 22:42:56;2013-10-09 20:42:56;"";BVqRcRlIgAAxTTN;"";inherit;open;open;"";bvqrcrligaaxttn;"";"";2017-07-17 12:34:04;2017-07-17 10:34:04;"";0;http://am-news.local/wp-content/uploads/2013/10/BVqRcRlIgAAxTTN.jpg;0;attachment;image/jpeg;0
3497;1;2013-10-09 22:42:56;2013-10-09 20:42:56;"";BV-3wUcIYAEv0AX;"";inherit;open;open;"";bv-3wuciyaev0ax;"";"";2017-07-17 12:34:02;2017-07-17 10:34:02;"";0;http://am-news.local/wp-content/uploads/2013/10/BV-3wUcIYAEv0AX.jpg;0;attachment;image/jpeg;0
3549;1;2013-10-11 22:03:19;2013-10-11 20:03:19;"";BLizAQ7CMAAGdKt;"";inherit;open;open;"";blizaq7cmaagdkt;"";"";2017-07-17 12:33:40;2017-07-17 10:33:40;"";0;http://am-news.local/wp-content/uploads/2013/10/BLizAQ7CMAAGdKt.jpg;0;attachment;image/jpeg;0
3553;1;2013-10-11 22:03:20;2013-10-11 20:03:20;"";BUmK0HNCIAAypk2;"";inherit;open;open;"";bumk0hnciaaypk2;"";"";2017-07-17 12:33:38;2017-07-17 10:33:38;"";0;http://am-news.local/wp-content/uploads/2013/10/BUmK0HNCIAAypk2.jpg;0;attachment;image/jpeg;0
3557;1;2013-10-11 23:03:37;2013-10-11 21:03:37;"";BWT4ir2CIAAlU9a;"";inherit;open;open;"";bwt4ir2ciaalu9a;"";"";2017-07-17 12:33:37;2017-07-17 10:33:37;"";0;http://am-news.local/wp-content/uploads/2013/10/BWT4ir2CIAAlU9a.jpg;0;attachment;image/jpeg;0
3712;1;2013-12-16 02:21:03;2013-12-16 00:21:03;"Nach dem ich fast ein halbes Jahr nichts mehr hier geschrieben, über kam es mich meine Reihe fortzusetzen .

In einem meiner ersten Artikel hier hatte ich vom Jugendmedientreffen 2012 berichtet. Hier habe ich junge Frau kennengelernt, die mittlerweile auch unter die Blogger gegangen ist.

<!--more-->

Ihr Name ist Katharina Fuchs und macht gerade ihr Abitur.  Der Start ihres ersten <a href=""http://fuchsgehtum.de/"" target=""_blank"">Blogs</a> mit dem Namen ""Ein Fuchs geht um"" ist noch nicht all zulang her.

Hier geht es um alles was ""einen Fuchs beschäftigt"" - wie man schnell merkt spielt sie viel mit ihrem Nachnamen. Aber was beschäftigt einen Fuchs bzw. in diesem Fall Katharina? Kurz um schreibt sie von ihrem Leben außerhalb des Fuchsbaus, von Fuchsrevieren - ihren Lieblingssorten, Veranstaltungen in diesen Lokalitäten und persönlichen Begebenheiten. All das untermalt unsere Füchsin mit unglaublich tollen Bildern von sich selbst, den Protagonisten der Veranstaltungen, aber auch einfach mit den Gegenständen aus aktuellen Absatz.

Ihre Lieblingslocations stellt Katharina in ihrer bereits erwähnten Beitragsreihe <a href=""http://fuchsgehtum.de/fuchsrevier-kohi/"">""Fuchsreviere""</a> vor.

Etwas anders schreibt sie über die Protagonisten eines von ihr besuchten Konzerte - hier das <a href=""http://fuchsgehtum.de/steilgehtag/"">Interview</a> vom #Steilgehtag

Zu guter Letzt möchte ich noch auf den erklärenden <a href=""http://fuchsgehtum.de/hallo-miteinander/"">Startartikel</a> hinweisen, der schon mit erwähnenswerten Portraits dieser interessanten Medienmacherin anfängt.

Besonders positiv aufgefallen ist mir, das liebevolle Design und Gestalltung dieses Blogs. Viele kleine Details machen es zum einen sehr ansehnlich zum anderen aber auch zu einer echten Augenweide.";"[Blogvorstellung]  ""Fuchs geht um"" von K. Fuchs";"";publish;open;open;"";blogvorstellung-ein-fuchs-geht-um-von-k-fuchs;"";"";2013-12-16 02:21:03;2013-12-16 00:21:03;"";0;http://am-news.eu/?p=3712;0;post;"";0
3717;1;2013-12-19 16:20:19;0000-00-00 00:00:00;"In der Reihe <a title=""Blogvorstellung"" href=""http://am-news.eu/category/blogvorstellung/"">[Blogvorstellung]</a> geht es heute weiter mit einem sehr  wahrscheinlich bekannten Blog.

Es geht um netzpolitik.org, der von <a href=""http://beckedahl.org/"" target=""_blank"">Markus Beckedahl</a> redaktionell betreut wird.

<!--more-->

Markus Beckedahl war einer der ersten deutschen Blogger und hat auch ";"[Blogvorstellung] ""netzpolitik.org"" von M. Beckedahl.";"";draft;open;open;"";blogvorstellung-netzpolitik-org;"";"";2013-12-19 16:20:19;0000-00-00 00:00:00;"";0;http://am-news.eu/?p=3717;0;post;"";0
3718;1;2013-12-16 17:43:35;0000-00-00 00:00:00;"In der Reihe <a title=""Blogvorstellung"" href=""http://am-news.eu/category/blogvorstellung/"">[Blogvorstellung]</a> geht es heute weiter mit einem sehr bekannten Blog.

Es geht um <a title=""netzpolitik.org"" href=""http://www.netzpolitik.org/"" target=""_blank"">netzpolitik.org</a> unter der Leitung von <a href=""http://beckedahl.org/"" target=""_blank"">Markus Beckedahl</a>.

Wie einige von euch wissen oder schon hier auf der <a title=""Über Anton"" href=""http://am-news.eu/uber-anton/"">Über Anton</a>-Seite gelesen haben bin ich ein wenig bewandert in der Volkswirtschaftslehre.

Ein guter Bekannter (Christian Metzeler) hat VWL studiert und hat mittlerweile seine eigene Firma <a title=""webvariants.de"" href=""http://webvariants.de"" target=""_blank"">webvariants</a>. Außerdem schreibt <a title=""Chris bei Google +"" href=""https://plus.google.com/u/0/110102812067173388733"">Chris</a> auch ab und zu mal für seinen Blog unter <a href=""http://verantwortung.org"" target=""_blank"">verantwortung.org</a> zu verschiedenen aktuellen wirtschaftlichen und politischen Themen.

Beispielsweise erklärt hat er die deutsche Wirtschaftspolitik mit einem Zitat gut erklärt und verdeutlicht.
-&gt; <a href=""http://www.verantwortung.org/2012/06/liberale-wirtschaftspolitik-ganz.html"">http://www.verantwortung.org/2012/06/liberale-wirtschaftspolitik-ganz.html</a>

Er schreibt satirische Beiträge ""Warum Deutschland einen Flugzeugträger braucht"" in denen gute Rhetorik beweist
-&gt; <a href=""http://www.verantwortung.org/2012/05/warum-die-bundesrepublik-einen.html"">http://www.verantwortung.org/2012/05/warum-die-bundesrepublik-einen.html</a>";"[Blogvorstellung] ""netzpolitik.org"" von Ch. Metzeler";"";draft;open;open;"";"";"";"";2013-12-16 17:43:35;0000-00-00 00:00:00;"";0;http://am-news.eu/?p=3718;0;post;"";0
